Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;Hand;Hand Status;OBJ Position;TAR position
796951;1005149416745540967;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796952;1005149416750539680;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796953;1005149416755555754;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796954;1005149416760558046;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796955;1005149416765560330;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796956;1005149416770562607;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796957;1005149416775564876;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796958;1005149416780567001;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.302, -0.045, 0.952);(-0.173, 1.325, -10.104);67.775;VALID;(0.001, -0.030, 1.000);(-0.032, 0.000, 0.000);0.384;4.986;12.971;INVALID;;;;;;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796959;1005149416785568984;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796960;1005149416790570959;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.301, -0.129, 0.945);(-0.173, 1.325, -10.104);67.775;VALID;(-0.003, -0.114, 0.993);(-0.032, 0.000, 0.000);0.326;4.228;12.971;VALID;(-0.074, -0.230, 0.970);(0.032, 0.000, 0.000);0.370;4.646;12.548;0.2409972;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796961;1005149416795572929;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.180, 0.937);(-0.173, 1.325, -10.104);67.775;VALID;(-0.006, -0.165, 0.986);(-0.032, 0.000, 0.000);0.329;4.266;12.971;VALID;(-0.073, -0.227, 0.971);(0.032, 0.000, 0.000);0.370;4.646;12.548;0.5081699;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796962;1005149416800574892;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.298, -0.210, 0.931);(-0.173, 1.325, -10.104);67.775;VALID;(-0.009, -0.195, 0.981);(-0.032, 0.000, 0.000);0.338;4.388;12.971;VALID;(-0.076, -0.034, 0.997);(0.032, 0.000, 0.000);0.360;4.515;12.548;0.141503;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796963;1005149416805576845;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.298, -0.197, 0.934);(-0.173, 1.325, -10.104);67.775;VALID;(-0.008, -0.182, 0.983);(-0.032, 0.000, 0.000);0.417;5.402;12.971;VALID;(-0.074, -0.083, 0.994);(0.032, 0.000, 0.000);0.358;4.495;12.548;0.2997382;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796964;1005149416810578790;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.176, 0.938);(-0.173, 1.325, -10.104);67.775;VALID;(-0.008, -0.161, 0.987);(-0.032, 0.000, 0.000);0.448;5.806;12.971;VALID;(-0.070, -0.099, 0.993);(0.032, 0.000, 0.000);0.366;4.599;12.548;0.5206103;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796965;1005149416815580729;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.163, 0.940);(-0.173, 1.325, -10.104);67.775;VALID;(-0.007, -0.148, 0.989);(-0.032, 0.000, 0.000);0.449;5.827;12.971;VALID;(-0.066, -0.108, 0.992);(0.032, 0.000, 0.000);0.369;4.630;12.548;0.7507333;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796966;1005149416820582662;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.301, -0.149, 0.942);(-0.173, 1.325, -10.104);67.775;VALID;(-0.007, -0.134, 0.991);(-0.032, 0.000, 0.000);0.451;5.844;12.971;VALID;(-0.063, -0.106, 0.992);(0.032, 0.000, 0.000);0.400;5.025;12.548;0.9209986;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796967;1005149416825584590;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.301, -0.139, 0.943);(-0.173, 1.325, -10.104);67.775;VALID;(-0.007, -0.125, 0.992);(-0.032, 0.000, 0.000);0.454;5.883;12.971;VALID;(-0.060, -0.103, 0.993);(0.032, 0.000, 0.000);0.403;5.055;12.548;1.051748;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796968;1005149416830586512;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.301, -0.133, 0.944);(-0.173, 1.325, -10.104);67.775;VALID;(-0.007, -0.118, 0.993);(-0.032, 0.000, 0.000);0.455;5.897;12.971;VALID;(-0.057, -0.100, 0.993);(0.032, 0.000, 0.000);0.403;5.061;12.548;1.160402;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796969;1005149416835588428;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.301, -0.128, 0.945);(-0.173, 1.325, -10.104);67.775;VALID;(-0.007, -0.113, 0.994);(-0.032, 0.000, 0.000);0.455;5.905;12.971;VALID;(-0.054, -0.097, 0.994);(0.032, 0.000, 0.000);0.406;5.095;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796970;1005149416840586906;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.301, -0.123, 0.946);(-0.173, 1.325, -10.104);67.775;VALID;(-0.007, -0.108, 0.994);(-0.032, 0.000, 0.000);0.456;5.911;12.971;VALID;(-0.052, -0.094, 0.994);(0.032, 0.000, 0.000);0.414;5.189;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796971;1005149416845585526;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.301, -0.120, 0.946);(-0.173, 1.325, -10.104);67.775;VALID;(-0.007, -0.105, 0.994);(-0.032, 0.000, 0.000);0.456;5.916;12.971;VALID;(-0.050, -0.090, 0.995);(0.032, 0.000, 0.000);0.417;5.227;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796972;1005149416850587771;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.301, -0.117, 0.947);(-0.173, 1.325, -10.104);67.775;VALID;(-0.007, -0.102, 0.995);(-0.032, 0.000, 0.000);0.456;5.917;12.971;VALID;(-0.048, -0.087, 0.995);(0.032, 0.000, 0.000);0.420;5.271;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796973;1005149416855590088;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.115, 0.947);(-0.173, 1.325, -10.104);67.775;VALID;(-0.007, -0.100, 0.995);(-0.032, 0.000, 0.000);0.456;5.913;12.971;VALID;(-0.047, -0.085, 0.995);(0.032, 0.000, 0.000);0.424;5.326;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796974;1005149416860592397;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.115, 0.947);(-0.173, 1.325, -10.104);67.775;VALID;(-0.007, -0.100, 0.995);(-0.032, 0.000, 0.000);0.452;5.864;12.971;VALID;(-0.046, -0.083, 0.995);(0.032, 0.000, 0.000);0.428;5.372;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796975;1005149416865594726;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.113, 0.947);(-0.173, 1.325, -10.104);67.775;VALID;(-0.006, -0.098, 0.995);(-0.032, 0.000, 0.000);0.449;5.819;12.971;VALID;(-0.046, -0.081, 0.996);(0.032, 0.000, 0.000);0.430;5.401;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796976;1005149416870597047;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.111, 0.947);(-0.173, 1.325, -10.104);67.775;VALID;(-0.006, -0.096, 0.995);(-0.032, 0.000, 0.000);0.447;5.795;12.971;VALID;(-0.047, -0.080, 0.996);(0.032, 0.000, 0.000);0.432;5.415;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796977;1005149416875599279;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.109, 0.948);(-0.173, 1.325, -10.104);67.775;VALID;(-0.006, -0.094, 0.996);(-0.032, 0.000, 0.000);0.445;5.777;12.971;VALID;(-0.047, -0.080, 0.996);(0.032, 0.000, 0.000);0.432;5.421;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796978;1005149416880601368;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.107, 0.948);(-0.173, 1.325, -10.104);67.775;VALID;(-0.005, -0.092, 0.996);(-0.032, 0.000, 0.000);0.445;5.767;12.971;VALID;(-0.047, -0.079, 0.996);(0.032, 0.000, 0.000);0.432;5.422;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796979;1005149416885603371;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.105, 0.948);(-0.173, 1.325, -10.104);67.775;VALID;(-0.005, -0.090, 0.996);(-0.032, 0.000, 0.000);0.444;5.760;12.971;VALID;(-0.047, -0.079, 0.996);(0.032, 0.000, 0.000);0.432;5.422;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796980;1005149416890605366;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.104, 0.948);(-0.173, 1.325, -10.104);67.775;VALID;(-0.005, -0.089, 0.996);(-0.032, 0.000, 0.000);0.443;5.743;12.971;VALID;(-0.047, -0.079, 0.996);(0.032, 0.000, 0.000);0.432;5.419;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796981;1005149416895607356;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.102, 0.948);(-0.173, 1.325, -10.104);67.775;VALID;(-0.005, -0.087, 0.996);(-0.032, 0.000, 0.000);0.441;5.723;12.971;VALID;(-0.047, -0.079, 0.996);(0.032, 0.000, 0.000);0.432;5.416;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796982;1005149416900609336;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.101, 0.948);(-0.173, 1.325, -10.104);67.775;VALID;(-0.004, -0.086, 0.996);(-0.032, 0.000, 0.000);0.441;5.714;12.971;VALID;(-0.048, -0.079, 0.996);(0.032, 0.000, 0.000);0.431;5.410;12.548;2;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796983;1005149416905611310;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.100, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(-0.004, -0.085, 0.996);(-0.032, 0.000, 0.000);0.440;5.705;12.971;VALID;(-0.048, -0.079, 0.996);(0.032, 0.000, 0.000);0.431;5.404;12.548;2;0.3607352;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796984;1005149416910613277;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.100, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(-0.004, -0.085, 0.996);(-0.032, 0.000, 0.000);0.439;5.694;12.971;VALID;(-0.048, -0.079, 0.996);(0.032, 0.000, 0.000);0.430;5.395;12.548;2;0.3661493;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796985;1005149416915615236;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.099, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(-0.003, -0.084, 0.996);(-0.032, 0.000, 0.000);0.438;5.682;12.971;VALID;(-0.048, -0.079, 0.996);(0.032, 0.000, 0.000);0.429;5.388;12.548;2;0.6950616;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796986;1005149416920617190;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.099, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(-0.003, -0.084, 0.996);(-0.032, 0.000, 0.000);0.436;5.658;12.971;VALID;(-0.049, -0.080, 0.996);(0.032, 0.000, 0.000);0.429;5.382;12.548;2;0.7144133;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796987;1005149416925619138;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.099, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(-0.002, -0.084, 0.996);(-0.032, 0.000, 0.000);0.435;5.637;12.971;VALID;(-0.049, -0.080, 0.996);(0.032, 0.000, 0.000);0.428;5.376;12.548;2;0.7204778;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796988;1005149416930621082;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.099, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(-0.002, -0.084, 0.996);(-0.032, 0.000, 0.000);0.434;5.630;12.971;VALID;(-0.049, -0.080, 0.996);(0.032, 0.000, 0.000);0.428;5.369;12.548;2;0.763151;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796989;1005149416935623021;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.099, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(-0.002, -0.084, 0.996);(-0.032, 0.000, 0.000);0.433;5.619;12.971;VALID;(-0.049, -0.081, 0.996);(0.032, 0.000, 0.000);0.427;5.361;12.548;2;0.8551758;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796990;1005149416940621627;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.099, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(-0.001, -0.084, 0.996);(-0.032, 0.000, 0.000);0.433;5.613;12.971;VALID;(-0.049, -0.081, 0.995);(0.032, 0.000, 0.000);0.427;5.355;12.548;2;0.884998;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796991;1005149416945623862;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.100, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(-0.001, -0.085, 0.996);(-0.032, 0.000, 0.000);0.432;5.607;12.971;VALID;(-0.049, -0.082, 0.995);(0.032, 0.000, 0.000);0.426;5.350;12.548;2;0.9291729;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796992;1005149416950626223;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.100, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.000, -0.085, 0.996);(-0.032, 0.000, 0.000);0.432;5.598;12.971;VALID;(-0.050, -0.082, 0.995);(0.032, 0.000, 0.000);0.426;5.345;12.548;2;0.9687076;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796993;1005149416955628603;63851299094309;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.100, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.000, -0.085, 0.996);(-0.032, 0.000, 0.000);0.431;5.587;12.971;VALID;(-0.050, -0.083, 0.995);(0.032, 0.000, 0.000);0.426;5.341;12.548;2;0.9695547;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796994;1005149416960630975;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.100, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.000, -0.085, 0.996);(-0.032, 0.000, 0.000);0.430;5.577;12.971;VALID;(-0.050, -0.083, 0.995);(0.032, 0.000, 0.000);0.425;5.338;12.548;2;0.9723302;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796995;1005149416965633336;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.100, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.001, -0.085, 0.996);(-0.032, 0.000, 0.000);0.430;5.572;12.971;VALID;(-0.050, -0.084, 0.995);(0.032, 0.000, 0.000);0.425;5.335;12.548;2;0.9768065;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796996;1005149416970635608;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.100, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.001, -0.085, 0.996);(-0.032, 0.000, 0.000);0.429;5.566;12.971;VALID;(-0.050, -0.084, 0.995);(0.032, 0.000, 0.000);0.425;5.331;12.548;2;0.9849438;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796997;1005149416975637738;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.100, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.001, -0.086, 0.996);(-0.032, 0.000, 0.000);0.429;5.563;12.971;VALID;(-0.050, -0.084, 0.995);(0.032, 0.000, 0.000);0.425;5.329;12.548;2;0.992653;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796998;1005149416980639725;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.100, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.001, -0.086, 0.996);(-0.032, 0.000, 0.000);0.429;5.560;12.971;VALID;(-0.050, -0.084, 0.995);(0.032, 0.000, 0.000);0.425;5.327;12.548;2;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
796999;1005149416985641653;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.101, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.001, -0.086, 0.996);(-0.032, 0.000, 0.000);0.428;5.557;12.971;VALID;(-0.050, -0.085, 0.995);(0.032, 0.000, 0.000);0.424;5.325;12.548;2;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
797000;1005149416990643574;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.101, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.002, -0.086, 0.996);(-0.032, 0.000, 0.000);0.428;5.555;12.971;VALID;(-0.051, -0.085, 0.995);(0.032, 0.000, 0.000);0.424;5.324;12.548;2;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
797001;1005149416995645458;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.101, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.002, -0.086, 0.996);(-0.032, 0.000, 0.000);0.428;5.554;12.971;VALID;(-0.051, -0.085, 0.995);(0.032, 0.000, 0.000);0.424;5.323;12.548;1.233968;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
797002;1005149417000647335;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.101, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.002, -0.086, 0.996);(-0.032, 0.000, 0.000);0.428;5.553;12.971;VALID;(-0.051, -0.085, 0.995);(0.032, 0.000, 0.000);0.424;5.322;12.548;1.227278;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
797003;1005149417005649205;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.101, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.002, -0.086, 0.996);(-0.032, 0.000, 0.000);0.428;5.552;12.971;VALID;(-0.051, -0.085, 0.995);(0.032, 0.000, 0.000);0.424;5.322;12.548;1.22168;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
797004;1005149417010651067;63851299094310;(-0.173, 1.325, -0.104);(0.005, -0.142, 0.017, 0.990);VALID;(-0.300, -0.101, 0.949);(-0.173, 1.325, -10.104);67.775;VALID;(0.002, -0.086, 0.996);(-0.032, 0.000, 0.000);0.428;5.551;12.971;VALID;(-0.051, -0.086, 0.995);(0.032, 0.000, 0.000);0.424;5.321;12.548;1.216499;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
