Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;Hand;Hand Status;OBJ Position;TAR position
627447;1005148568918525202;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.803, 0.559);(-0.311, 1.221, -10.176);66.550;VALID;(0.189, -0.183, 0.965);(-0.032, 0.000, 0.000);0.000;5.511;0.000;VALID;(0.027, -0.186, 0.982);(0.032, 0.000, 0.000);0.000;5.321;0.000;0.3936564;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627448;1005148568923532697;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.204, -0.803, 0.561);(-0.311, 1.221, -10.176);66.600;VALID;(0.189, -0.181, 0.965);(-0.032, 0.000, 0.000);0.000;5.500;0.000;VALID;(0.028, -0.184, 0.982);(0.032, 0.000, 0.000);0.000;5.308;0.000;0.3977627;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627449;1005148568928539929;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.801, 0.563);(-0.311, 1.221, -10.176);66.600;VALID;(0.189, -0.178, 0.966);(-0.032, 0.000, 0.000);0.000;5.494;0.000;VALID;(0.030, -0.181, 0.983);(0.032, 0.000, 0.000);0.000;5.293;0.000;0.4031361;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627450;1005148568933546910;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.202, -0.799, 0.566);(-0.311, 1.221, -10.176);66.600;VALID;(0.188, -0.175, 0.966);(-0.032, 0.000, 0.000);0.000;5.491;0.000;VALID;(0.031, -0.178, 0.984);(0.032, 0.000, 0.000);0.000;5.287;0.000;0.4072465;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627451;1005148568938553641;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.201, -0.797, 0.569);(-0.311, 1.221, -10.176);66.650;VALID;(0.189, -0.172, 0.967);(-0.032, 0.000, 0.000);0.000;5.489;0.000;VALID;(0.033, -0.174, 0.984);(0.032, 0.000, 0.000);0.000;5.283;0.000;0.4104684;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627452;1005148568943560126;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.201, -0.795, 0.572);(-0.311, 1.221, -10.176);66.650;VALID;(0.189, -0.169, 0.967);(-0.032, 0.000, 0.000);0.000;5.488;0.000;VALID;(0.034, -0.171, 0.985);(0.032, 0.000, 0.000);0.000;5.282;0.000;0.4134756;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627453;1005148568948566393;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.201, -0.793, 0.575);(-0.311, 1.221, -10.176);66.650;VALID;(0.189, -0.165, 0.968);(-0.032, 0.000, 0.000);0.000;5.487;0.000;VALID;(0.035, -0.167, 0.985);(0.032, 0.000, 0.000);0.000;5.283;0.000;0.4159593;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627454;1005148568953571567;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.791, 0.577);(-0.311, 1.221, -10.176);66.650;VALID;(0.189, -0.162, 0.969);(-0.032, 0.000, 0.000);0.000;5.485;0.000;VALID;(0.036, -0.164, 0.986);(0.032, 0.000, 0.000);0.000;5.283;0.000;0.4191861;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627455;1005148568958575094;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.789, 0.581);(-0.311, 1.221, -10.176);66.650;VALID;(0.188, -0.159, 0.969);(-0.032, 0.000, 0.000);0.000;5.481;0.000;VALID;(0.037, -0.161, 0.986);(0.032, 0.000, 0.000);0.000;5.282;0.000;0.42238;0.06522412;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627456;1005148568963577223;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.787, 0.584);(-0.311, 1.221, -10.176);66.700;VALID;(0.188, -0.155, 0.970);(-0.032, 0.000, 0.000);0.000;5.480;0.000;VALID;(0.038, -0.157, 0.987);(0.032, 0.000, 0.000);0.000;5.282;0.000;0.4251693;0.0712964;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627457;1005148568968575801;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.785, 0.587);(-0.311, 1.221, -10.176);66.700;VALID;(0.188, -0.152, 0.970);(-0.032, 0.000, 0.000);0.000;5.479;0.000;VALID;(0.038, -0.153, 0.987);(0.032, 0.000, 0.000);0.000;5.283;0.000;0.4268654;0.1091576;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627458;1005148568973574383;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.783, 0.589);(-0.311, 1.221, -10.176);66.700;VALID;(0.187, -0.148, 0.971);(-0.032, 0.000, 0.000);0.000;5.479;0.000;VALID;(0.038, -0.150, 0.988);(0.032, 0.000, 0.000);0.000;5.284;0.000;0.428301;0.08994354;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627459;1005148568978572973;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.781, 0.592);(-0.311, 1.221, -10.176);66.700;VALID;(0.187, -0.145, 0.972);(-0.032, 0.000, 0.000);0.000;5.478;0.000;VALID;(0.038, -0.147, 0.988);(0.032, 0.000, 0.000);0.000;5.284;0.000;0.4297047;0.09046368;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627460;1005148568983571677;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.779, 0.594);(-0.311, 1.221, -10.176);66.700;VALID;(0.186, -0.142, 0.972);(-0.032, 0.000, 0.000);0.000;5.476;0.000;VALID;(0.038, -0.144, 0.989);(0.032, 0.000, 0.000);0.000;5.285;0.000;0.4310661;0.1144826;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627461;1005148568988570521;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.776, 0.598);(-0.311, 1.221, -10.176);66.750;VALID;(0.186, -0.138, 0.973);(-0.032, 0.000, 0.000);0.000;5.473;0.000;VALID;(0.038, -0.140, 0.989);(0.032, 0.000, 0.000);0.000;5.285;0.000;0.4323044;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627462;1005148568993569503;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.775, 0.600);(-0.311, 1.221, -10.176);66.750;VALID;(0.185, -0.136, 0.973);(-0.032, 0.000, 0.000);0.000;5.468;0.000;VALID;(0.038, -0.137, 0.990);(0.032, 0.000, 0.000);0.000;5.285;0.000;0.4338409;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627463;1005148568998568598;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.772, 0.604);(-0.311, 1.221, -10.176);66.750;VALID;(0.185, -0.131, 0.974);(-0.032, 0.000, 0.000);0.000;5.468;0.000;VALID;(0.039, -0.132, 0.990);(0.032, 0.000, 0.000);0.000;5.285;0.000;0.4370545;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627464;1005148569003567696;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.200, -0.770, 0.606);(-0.311, 1.221, -10.176);66.750;VALID;(0.185, -0.129, 0.974);(-0.032, 0.000, 0.000);0.000;5.466;0.000;VALID;(0.039, -0.130, 0.991);(0.032, 0.000, 0.000);0.000;5.286;0.000;0.44021;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627465;1005148569008566798;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.201, -0.768, 0.608);(-0.311, 1.221, -10.176);66.750;VALID;(0.184, -0.126, 0.975);(-0.032, 0.000, 0.000);0.000;5.467;0.000;VALID;(0.039, -0.127, 0.991);(0.032, 0.000, 0.000);0.000;5.286;0.000;0.4406257;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627466;1005148569013565903;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.201, -0.766, 0.610);(-0.311, 1.221, -10.176);66.750;VALID;(0.184, -0.122, 0.975);(-0.032, 0.000, 0.000);0.000;5.467;0.000;VALID;(0.040, -0.124, 0.991);(0.032, 0.000, 0.000);0.000;5.287;0.000;0.4429545;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627467;1005148569018565012;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.201, -0.765, 0.612);(-0.311, 1.221, -10.176);66.675;VALID;(0.184, -0.121, 0.975);(-0.032, 0.000, 0.000);0.000;5.467;0.000;VALID;(0.040, -0.122, 0.992);(0.032, 0.000, 0.000);0.000;5.289;0.000;0.4455577;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627468;1005148569023571731;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.202, -0.763, 0.614);(-0.311, 1.221, -10.176);66.675;VALID;(0.184, -0.118, 0.976);(-0.032, 0.000, 0.000);0.000;5.468;0.000;VALID;(0.040, -0.119, 0.992);(0.032, 0.000, 0.000);0.000;5.292;0.000;0.4451414;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627469;1005148569028578214;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.202, -0.762, 0.615);(-0.311, 1.221, -10.176);66.675;VALID;(0.184, -0.116, 0.976);(-0.032, 0.000, 0.000);0.000;5.469;0.000;VALID;(0.040, -0.118, 0.992);(0.032, 0.000, 0.000);0.000;5.296;0.000;0.4444509;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627470;1005148569033584503;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.761, 0.617);(-0.311, 1.221, -10.176);66.675;VALID;(0.184, -0.114, 0.976);(-0.032, 0.000, 0.000);0.000;5.469;0.000;VALID;(0.040, -0.115, 0.992);(0.032, 0.000, 0.000);0.000;5.299;0.000;0.4453562;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627471;1005148569038590572;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.759, 0.619);(-0.311, 1.221, -10.176);66.675;VALID;(0.184, -0.111, 0.977);(-0.032, 0.000, 0.000);0.000;5.470;0.000;VALID;(0.041, -0.112, 0.993);(0.032, 0.000, 0.000);0.000;5.303;0.000;0.4482766;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627472;1005148569043596431;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.757, 0.621);(-0.311, 1.221, -10.176);66.675;VALID;(0.183, -0.108, 0.977);(-0.032, 0.000, 0.000);0.000;5.472;0.000;VALID;(0.041, -0.110, 0.993);(0.032, 0.000, 0.000);0.000;5.309;0.000;0.4493988;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627473;1005148569048602084;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.755, 0.623);(-0.311, 1.221, -10.176);66.600;VALID;(0.183, -0.105, 0.977);(-0.032, 0.000, 0.000);0.000;5.474;0.000;VALID;(0.041, -0.107, 0.993);(0.032, 0.000, 0.000);0.000;5.315;0.000;0.4505609;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627474;1005148569053606372;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.753, 0.625);(-0.311, 1.221, -10.176);66.600;VALID;(0.183, -0.103, 0.978);(-0.032, 0.000, 0.000);0.000;5.477;0.000;VALID;(0.041, -0.104, 0.994);(0.032, 0.000, 0.000);0.000;5.321;0.000;0.4519859;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627475;1005148569058646446;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.752, 0.628);(-0.311, 1.221, -10.176);66.600;VALID;(0.183, -0.100, 0.978);(-0.032, 0.000, 0.000);0.000;5.482;0.000;VALID;(0.042, -0.102, 0.994);(0.032, 0.000, 0.000);0.000;5.324;0.000;0.4533392;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627476;1005148569063645156;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.750, 0.629);(-0.311, 1.221, -10.176);66.600;VALID;(0.182, -0.098, 0.978);(-0.032, 0.000, 0.000);0.000;5.486;0.000;VALID;(0.042, -0.099, 0.994);(0.032, 0.000, 0.000);0.000;5.327;0.000;0.4554263;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627477;1005148569068643870;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.749, 0.631);(-0.311, 1.221, -10.176);66.600;VALID;(0.182, -0.096, 0.979);(-0.032, 0.000, 0.000);0.000;5.489;0.000;VALID;(0.042, -0.097, 0.994);(0.032, 0.000, 0.000);0.000;5.330;0.000;0.4572456;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627478;1005148569073642589;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.202, -0.749, 0.631);(-0.311, 1.221, -10.176);66.600;VALID;(0.181, -0.096, 0.979);(-0.032, 0.000, 0.000);0.000;5.490;0.000;VALID;(0.042, -0.097, 0.994);(0.032, 0.000, 0.000);0.000;5.330;0.000;0.4603932;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627479;1005148569078641311;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.748, 0.632);(-0.311, 1.221, -10.176);66.600;VALID;(0.180, -0.094, 0.979);(-0.032, 0.000, 0.000);0.000;5.492;0.000;VALID;(0.042, -0.096, 0.995);(0.032, 0.000, 0.000);0.000;5.330;0.000;0.4626041;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
627480;1005148569083640172;63851298246410;(-0.311, 1.221, -0.176);(0.362, 0.065, -0.061, 0.928);VALID;(0.203, -0.747, 0.634);(-0.311, 1.221, -10.176);66.600;VALID;(0.180, -0.093, 0.979);(-0.032, 0.000, 0.000);0.000;5.493;0.000;VALID;(0.042, -0.094, 0.995);(0.032, 0.000, 0.000);0.000;5.330;0.000;0.4656371;0;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
