Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;Hand;Hand Status;OBJ Position;TAR position
883205;1005149848171704131;1005149848620248500;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.038, -0.563, 0.826);(-0.168, 1.272, -10.098);67.450;VALID;(0.143, -0.126, 0.982);(-0.032, 0.000, 0.000);0.000;4.579;0.000;VALID;(-0.008, -0.128, 0.992);(0.032, 0.000, 0.000);0.000;4.541;0.000;0.4270431;0.3132763;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883206;1005149848176705363;1005149848620268100;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.039, -0.563, 0.825);(-0.168, 1.272, -10.098);67.450;VALID;(0.142, -0.126, 0.982);(-0.032, 0.000, 0.000);0.000;4.580;0.000;VALID;(-0.008, -0.128, 0.992);(0.032, 0.000, 0.000);0.000;4.541;0.000;0.4290275;0.3110305;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883207;1005149848181706591;1005149848620400300;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.039, -0.563, 0.825);(-0.168, 1.272, -10.098);67.450;VALID;(0.141, -0.126, 0.982);(-0.032, 0.000, 0.000);0.000;4.584;0.000;VALID;(-0.009, -0.128, 0.992);(0.032, 0.000, 0.000);0.000;4.541;0.000;0.4300806;0.3287564;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883208;1005149848186707816;1005149848620421500;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.564, 0.825);(-0.168, 1.272, -10.098);67.450;VALID;(0.140, -0.127, 0.982);(-0.032, 0.000, 0.000);0.000;4.589;0.000;VALID;(-0.009, -0.128, 0.992);(0.032, 0.000, 0.000);0.000;4.541;0.000;0.4317324;0.420877;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883209;1005149848191709036;1005149848620440900;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.564, 0.825);(-0.168, 1.272, -10.098);67.450;VALID;(0.139, -0.127, 0.982);(-0.032, 0.000, 0.000);0.000;4.590;0.000;VALID;(-0.010, -0.128, 0.992);(0.032, 0.000, 0.000);0.000;4.542;0.000;0.4327182;0.688786;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883210;1005149848196710252;1005149848620460200;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.564, 0.825);(-0.168, 1.272, -10.098);67.450;VALID;(0.139, -0.127, 0.982);(-0.032, 0.000, 0.000);0.000;4.590;0.000;VALID;(-0.010, -0.128, 0.992);(0.032, 0.000, 0.000);0.000;4.543;0.000;0.4335832;0.753091;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883211;1005149848201711464;1005149848620479900;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.564, 0.825);(-0.168, 1.272, -10.098);67.450;VALID;(0.139, -0.127, 0.982);(-0.032, 0.000, 0.000);0.000;4.590;0.000;VALID;(-0.010, -0.129, 0.992);(0.032, 0.000, 0.000);0.000;4.544;0.000;0.4343248;0.7745005;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883212;1005149848206712671;1005149848620500200;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.041, -0.565, 0.824);(-0.168, 1.272, -10.098);67.450;VALID;(0.138, -0.128, 0.982);(-0.032, 0.000, 0.000);0.000;4.590;0.000;VALID;(-0.010, -0.129, 0.992);(0.032, 0.000, 0.000);0.000;4.544;0.000;0.4349138;0.7858676;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883213;1005149848211713874;1005149848620520600;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.041, -0.565, 0.824);(-0.168, 1.272, -10.098);67.450;VALID;(0.138, -0.128, 0.982);(-0.032, 0.000, 0.000);0.000;4.590;0.000;VALID;(-0.010, -0.129, 0.992);(0.032, 0.000, 0.000);0.000;4.544;0.000;0.435221;0.8030682;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883214;1005149848216718535;1005149848620539000;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.565, 0.824);(-0.168, 1.272, -10.098);67.450;VALID;(0.138, -0.129, 0.982);(-0.032, 0.000, 0.000);0.000;4.591;0.000;VALID;(-0.010, -0.130, 0.991);(0.032, 0.000, 0.000);0.000;4.544;0.000;0.4352842;0.8008532;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883215;1005149848221723178;1005149848620558000;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.566, 0.824);(-0.168, 1.272, -10.098);67.450;VALID;(0.138, -0.129, 0.982);(-0.032, 0.000, 0.000);0.000;4.591;0.000;VALID;(-0.011, -0.130, 0.991);(0.032, 0.000, 0.000);0.000;4.545;0.000;0.4351955;0.8413945;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883216;1005149848226727778;1005149848620578800;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.566, 0.823);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.130, 0.982);(-0.032, 0.000, 0.000);0.000;4.592;0.000;VALID;(-0.011, -0.131, 0.991);(0.032, 0.000, 0.000);0.000;4.545;0.000;0.4352524;0.8537449;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883217;1005149848231732226;1005149848620616400;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.567, 0.823);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.130, 0.982);(-0.032, 0.000, 0.000);0.000;4.593;0.000;VALID;(-0.011, -0.131, 0.991);(0.032, 0.000, 0.000);0.000;4.546;0.000;0.4351853;0.9074898;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883218;1005149848236733195;1005149848620636700;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.567, 0.823);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.131, 0.982);(-0.032, 0.000, 0.000);0.000;4.594;0.000;VALID;(-0.011, -0.132, 0.991);(0.032, 0.000, 0.000);0.000;4.547;0.000;0.4351254;0.9250221;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883219;1005149848241734160;1005149848620661000;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.567, 0.822);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.131, 0.982);(-0.032, 0.000, 0.000);0.000;4.594;0.000;VALID;(-0.011, -0.132, 0.991);(0.032, 0.000, 0.000);0.000;4.552;0.000;0.4349104;0.9500663;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883220;1005149848246735117;1005149848620682000;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.568, 0.822);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.132, 0.982);(-0.032, 0.000, 0.000);0.000;4.595;0.000;VALID;(-0.011, -0.133, 0.991);(0.032, 0.000, 0.000);0.000;4.559;0.000;0.434602;0.9695793;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883221;1005149848251736067;1005149848620699900;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.568, 0.822);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.132, 0.982);(-0.032, 0.000, 0.000);0.000;4.596;0.000;VALID;(-0.011, -0.133, 0.991);(0.032, 0.000, 0.000);0.000;4.566;0.000;0.4344776;0.9817708;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883222;1005149848256737039;1005149848620719200;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.569, 0.822);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.133, 0.982);(-0.032, 0.000, 0.000);0.000;4.596;0.000;VALID;(-0.011, -0.134, 0.991);(0.032, 0.000, 0.000);0.000;4.571;0.000;0.4343911;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883223;1005149848261738143;1005149848620738300;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.569, 0.821);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.133, 0.982);(-0.032, 0.000, 0.000);0.000;4.598;0.000;VALID;(-0.012, -0.134, 0.991);(0.032, 0.000, 0.000);0.000;4.576;0.000;0.4343025;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883224;1005149848266739295;1005149848620758600;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.570, 0.821);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.134, 0.982);(-0.032, 0.000, 0.000);0.000;4.599;0.000;VALID;(-0.012, -0.135, 0.991);(0.032, 0.000, 0.000);0.000;4.579;0.000;0.4341094;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883225;1005149848271740440;1005149848620777700;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.570, 0.821);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.134, 0.981);(-0.032, 0.000, 0.000);0.000;4.601;0.000;VALID;(-0.012, -0.136, 0.991);(0.032, 0.000, 0.000);0.000;4.581;0.000;0.4340414;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883226;1005149848276741552;1005149848620796200;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.570, 0.820);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.135, 0.981);(-0.032, 0.000, 0.000);0.000;4.603;0.000;VALID;(-0.012, -0.136, 0.991);(0.032, 0.000, 0.000);0.000;4.582;0.000;0.4340723;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883227;1005149848281742659;1005149848620829100;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.571, 0.820);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.135, 0.981);(-0.032, 0.000, 0.000);0.000;4.606;0.000;VALID;(-0.012, -0.136, 0.991);(0.032, 0.000, 0.000);0.000;4.583;0.000;0.4342361;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883228;1005149848286743760;1005149848620846600;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.571, 0.820);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.136, 0.981);(-0.032, 0.000, 0.000);0.000;4.609;0.000;VALID;(-0.012, -0.137, 0.991);(0.032, 0.000, 0.000);0.000;4.585;0.000;0.4345974;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883229;1005149848291744856;1005149848620865200;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.572, 0.820);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.136, 0.981);(-0.032, 0.000, 0.000);0.000;4.616;0.000;VALID;(-0.012, -0.137, 0.990);(0.032, 0.000, 0.000);0.000;4.589;0.000;0.4347143;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883230;1005149848296745948;1005149848620886800;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.572, 0.819);(-0.168, 1.272, -10.098);67.450;VALID;(0.137, -0.136, 0.981);(-0.032, 0.000, 0.000);0.000;4.626;0.000;VALID;(-0.012, -0.138, 0.990);(0.032, 0.000, 0.000);0.000;4.594;0.000;0.4350644;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883231;1005149848301747038;1005149848620903900;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.572, 0.819);(-0.168, 1.272, -10.098);67.450;VALID;(0.136, -0.137, 0.981);(-0.032, 0.000, 0.000);0.000;4.634;0.000;VALID;(-0.012, -0.138, 0.990);(0.032, 0.000, 0.000);0.000;4.597;0.000;0.4354901;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883232;1005149848306748124;1005149848620922500;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.572, 0.819);(-0.168, 1.272, -10.098);67.450;VALID;(0.136, -0.137, 0.981);(-0.032, 0.000, 0.000);0.000;4.642;0.000;VALID;(-0.012, -0.138, 0.990);(0.032, 0.000, 0.000);0.000;4.598;0.000;0.4359466;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883233;1005149848311752667;1005149848620942000;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.573, 0.819);(-0.168, 1.272, -10.098);67.500;VALID;(0.136, -0.137, 0.981);(-0.032, 0.000, 0.000);0.000;4.651;0.000;VALID;(-0.012, -0.139, 0.990);(0.032, 0.000, 0.000);0.000;4.599;0.000;0.4365563;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883234;1005149848316757192;1005149848620960100;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.573, 0.819);(-0.168, 1.272, -10.098);67.500;VALID;(0.136, -0.137, 0.981);(-0.032, 0.000, 0.000);0.000;4.658;0.000;VALID;(-0.012, -0.139, 0.990);(0.032, 0.000, 0.000);0.000;4.602;0.000;0.4370748;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883235;1005149848321761700;1005149848620979200;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.573, 0.819);(-0.168, 1.272, -10.098);67.500;VALID;(0.136, -0.138, 0.981);(-0.032, 0.000, 0.000);0.000;4.665;0.000;VALID;(-0.012, -0.139, 0.990);(0.032, 0.000, 0.000);0.000;4.609;0.000;0.4373893;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883236;1005149848326766137;1005149848621002800;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.573, 0.818);(-0.168, 1.272, -10.098);67.500;VALID;(0.136, -0.138, 0.981);(-0.032, 0.000, 0.000);0.000;4.672;0.000;VALID;(-0.012, -0.139, 0.990);(0.032, 0.000, 0.000);0.000;4.616;0.000;0.4377342;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883237;1005149848331767070;1005149848621024100;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.573, 0.818);(-0.168, 1.272, -10.098);67.500;VALID;(0.135, -0.138, 0.981);(-0.032, 0.000, 0.000);0.000;4.679;0.000;VALID;(-0.012, -0.139, 0.990);(0.032, 0.000, 0.000);0.000;4.624;0.000;0.4383096;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883238;1005149848336767999;1005149848621049300;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.040, -0.574, 0.818);(-0.168, 1.272, -10.098);67.500;VALID;(0.135, -0.138, 0.981);(-0.032, 0.000, 0.000);0.000;4.693;0.000;VALID;(-0.012, -0.140, 0.990);(0.032, 0.000, 0.000);0.000;4.632;0.000;0.4392862;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883239;1005149848341768924;1005149848621067000;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.041, -0.574, 0.818);(-0.168, 1.272, -10.098);67.500;VALID;(0.135, -0.139, 0.981);(-0.032, 0.000, 0.000);0.000;4.708;0.000;VALID;(-0.012, -0.140, 0.990);(0.032, 0.000, 0.000);0.000;4.639;0.000;0.4403072;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883240;1005149848346769844;1005149848621085500;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.041, -0.574, 0.818);(-0.168, 1.272, -10.098);67.500;VALID;(0.134, -0.139, 0.981);(-0.032, 0.000, 0.000);0.000;4.717;0.000;VALID;(-0.012, -0.140, 0.990);(0.032, 0.000, 0.000);0.000;4.645;0.000;0.4412847;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883241;1005149848351770760;1005149848621103700;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.041, -0.574, 0.818);(-0.168, 1.272, -10.098);67.500;VALID;(0.134, -0.139, 0.981);(-0.032, 0.000, 0.000);0.000;4.723;0.000;VALID;(-0.012, -0.140, 0.990);(0.032, 0.000, 0.000);0.000;4.648;0.000;0.4423265;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883242;1005149848356771754;1005149848621122500;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.041, -0.574, 0.818);(-0.168, 1.272, -10.098);67.500;VALID;(0.134, -0.139, 0.981);(-0.032, 0.000, 0.000);0.000;4.730;0.000;VALID;(-0.012, -0.140, 0.990);(0.032, 0.000, 0.000);0.000;4.651;0.000;0.443424;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883243;1005149848361772824;1005149848621141000;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.041, -0.574, 0.818);(-0.168, 1.272, -10.098);67.500;VALID;(0.133, -0.139, 0.981);(-0.032, 0.000, 0.000);0.000;4.735;0.000;VALID;(-0.012, -0.140, 0.990);(0.032, 0.000, 0.000);0.000;4.653;0.000;0.4445456;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883244;1005149848366773891;1005149848621159100;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.041, -0.574, 0.818);(-0.168, 1.272, -10.098);67.500;VALID;(0.133, -0.139, 0.981);(-0.032, 0.000, 0.000);0.000;4.741;0.000;VALID;(-0.012, -0.140, 0.990);(0.032, 0.000, 0.000);0.000;4.656;0.000;0.4457776;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883245;1005149848371774955;1005149848621177100;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.042, -0.574, 0.817);(-0.168, 1.272, -10.098);67.500;VALID;(0.132, -0.139, 0.981);(-0.032, 0.000, 0.000);0.000;4.749;0.000;VALID;(-0.012, -0.141, 0.990);(0.032, 0.000, 0.000);0.000;4.659;0.000;0.4470848;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883246;1005149848376776016;1005149848623745500;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.042, -0.575, 0.817);(-0.168, 1.272, -10.098);67.550;VALID;(0.132, -0.140, 0.981);(-0.032, 0.000, 0.000);0.000;4.755;0.000;VALID;(-0.012, -0.141, 0.990);(0.032, 0.000, 0.000);0.000;4.665;0.000;0.4484192;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883247;1005149848381777072;1005149848623787100;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.042, -0.575, 0.817);(-0.168, 1.272, -10.098);67.550;VALID;(0.131, -0.140, 0.981);(-0.032, 0.000, 0.000);0.000;4.760;0.000;VALID;(-0.012, -0.141, 0.990);(0.032, 0.000, 0.000);0.000;4.669;0.000;0.4498273;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883248;1005149848386778124;1005149848623827700;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.042, -0.575, 0.817);(-0.168, 1.272, -10.098);67.550;VALID;(0.131, -0.140, 0.981);(-0.032, 0.000, 0.000);0.000;4.765;0.000;VALID;(-0.012, -0.141, 0.990);(0.032, 0.000, 0.000);0.000;4.674;0.000;0.4511969;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
883249;1005149848391779170;1005149848623852000;(-0.168, 1.272, -0.098);(0.234, -0.085, 0.043, 0.968);VALID;(-0.042, -0.575, 0.817);(-0.168, 1.272, -10.098);67.550;VALID;(0.131, -0.140, 0.981);(-0.032, 0.000, 0.000);0.000;4.774;0.000;VALID;(-0.012, -0.142, 0.990);(0.032, 0.000, 0.000);0.000;4.680;0.000;0.4525253;1;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
