Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;Hand;Hand Status;OBJ Position;TAR position
884939;1005149856845008008;1005149856861338500;(-0.172, 1.344, -0.139);(-0.101, -0.216, -0.009, 0.971);VALID;(-0.472, 0.220, 0.854);(-0.172, 1.344, -10.139);67.025;VALID;(-0.018, 0.022, 1.000);(-0.032, 0.000, 0.000);0.465;5.839;12.569;VALID;(-0.111, 0.022, 0.994);(0.032, 0.000, 0.000);0.442;5.435;12.304;0.6924742;0.8253335;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884940;1005149856850009972;1005149856861410600;(-0.172, 1.344, -0.139);(-0.101, -0.216, -0.009, 0.971);VALID;(-0.471, 0.220, 0.854);(-0.172, 1.344, -10.139);67.025;VALID;(-0.017, 0.022, 1.000);(-0.032, 0.000, 0.000);0.465;5.839;12.569;VALID;(-0.110, 0.022, 0.994);(0.032, 0.000, 0.000);0.442;5.437;12.304;0.6960742;0.8450742;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884941;1005149856855011931;1005149856874355400;(-0.172, 1.344, -0.139);(-0.101, -0.216, -0.009, 0.971);VALID;(-0.472, 0.219, 0.854);(-0.172, 1.344, -10.139);67.025;VALID;(-0.017, 0.022, 1.000);(-0.032, 0.000, 0.000);0.465;5.839;12.569;VALID;(-0.109, 0.022, 0.994);(0.032, 0.000, 0.000);0.442;5.439;12.304;0.6999809;0.8320534;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884942;1005149856860013855;1005149856874402800;(-0.172, 1.344, -0.139);(-0.101, -0.216, -0.009, 0.971);VALID;(-0.471, 0.219, 0.854);(-0.172, 1.344, -10.139);67.025;VALID;(-0.017, 0.022, 1.000);(-0.032, 0.000, 0.000);0.465;5.839;12.569;VALID;(-0.108, 0.022, 0.994);(0.032, 0.000, 0.000);0.442;5.440;12.304;0.7071843;0.8006184;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884943;1005149856865015773;1005149856874428500;(-0.172, 1.344, -0.139);(-0.101, -0.216, -0.009, 0.971);VALID;(-0.470, 0.220, 0.855);(-0.172, 1.344, -10.139);67.025;VALID;(-0.016, 0.023, 1.000);(-0.032, 0.000, 0.000);0.465;5.839;12.569;VALID;(-0.107, 0.022, 0.994);(0.032, 0.000, 0.000);0.442;5.441;12.304;0.7101805;0.7820986;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884944;1005149856870017683;1005149856883135600;(-0.172, 1.344, -0.139);(-0.100, -0.216, -0.009, 0.971);VALID;(-0.470, 0.219, 0.855);(-0.172, 1.344, -10.139);67.025;VALID;(-0.015, 0.023, 1.000);(-0.032, 0.000, 0.000);0.465;5.841;12.569;VALID;(-0.106, 0.023, 0.994);(0.032, 0.000, 0.000);0.442;5.441;12.304;0.7129747;0.7931942;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884945;1005149856875013793;1005149856895007600;(-0.173, 1.343, -0.139);(-0.100, -0.217, -0.009, 0.971);VALID;(-0.470, 0.219, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.015, 0.023, 1.000);(-0.032, 0.000, 0.000);0.465;5.842;12.569;VALID;(-0.105, 0.023, 0.994);(0.032, 0.000, 0.000);0.442;5.441;12.304;0.7156062;0.7809649;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884946;1005149856880011501;1005149856895076400;(-0.173, 1.343, -0.139);(-0.100, -0.217, -0.009, 0.971);VALID;(-0.469, 0.219, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.015, 0.023, 1.000);(-0.032, 0.000, 0.000);0.465;5.842;12.569;VALID;(-0.104, 0.023, 0.994);(0.032, 0.000, 0.000);0.442;5.441;12.304;0.7206908;0.8317998;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884947;1005149856885010334;1005149856895103600;(-0.173, 1.343, -0.139);(-0.100, -0.217, -0.009, 0.971);VALID;(-0.469, 0.219, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.014, 0.024, 1.000);(-0.032, 0.000, 0.000);0.465;5.842;12.569;VALID;(-0.103, 0.023, 0.994);(0.032, 0.000, 0.000);0.442;5.441;12.304;0.7233747;0.8682284;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884948;1005149856890012795;1005149856905165900;(-0.173, 1.343, -0.139);(-0.100, -0.217, -0.009, 0.971);VALID;(-0.469, 0.219, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.014, 0.024, 1.000);(-0.032, 0.000, 0.000);0.465;5.842;12.569;VALID;(-0.103, 0.024, 0.994);(0.032, 0.000, 0.000);0.442;5.441;12.304;0.7275808;0.840323;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884949;1005149856895015385;1005149856905223700;(-0.173, 1.343, -0.139);(-0.100, -0.217, -0.009, 0.971);VALID;(-0.469, 0.219, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.014, 0.024, 1.000);(-0.032, 0.000, 0.000);0.465;5.842;12.569;VALID;(-0.103, 0.024, 0.994);(0.032, 0.000, 0.000);0.442;5.443;12.304;0.7264512;0.8279811;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884950;1005149856900018102;1005149856916621100;(-0.173, 1.343, -0.139);(-0.099, -0.217, -0.009, 0.971);VALID;(-0.470, 0.219, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.014, 0.024, 1.000);(-0.032, 0.000, 0.000);0.465;5.842;12.569;VALID;(-0.103, 0.024, 0.994);(0.032, 0.000, 0.000);0.443;5.447;12.304;0.7281321;0.812331;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884951;1005149856905020891;1005149856916667800;(-0.173, 1.343, -0.139);(-0.099, -0.217, -0.009, 0.971);VALID;(-0.469, 0.219, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.014, 0.025, 1.000);(-0.032, 0.000, 0.000);0.465;5.843;12.569;VALID;(-0.102, 0.024, 0.994);(0.032, 0.000, 0.000);0.443;5.449;12.304;0.7283911;0.7718926;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884952;1005149856910023671;1005149856932917700;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.470, 0.219, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.013, 0.025, 1.000);(-0.032, 0.000, 0.000);0.465;5.844;12.569;VALID;(-0.102, 0.025, 0.994);(0.032, 0.000, 0.000);0.443;5.451;12.304;0.7255946;0.7970572;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884953;1005149856915026413;1005149856932962900;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.469, 0.220, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.013, 0.025, 1.000);(-0.032, 0.000, 0.000);0.465;5.845;12.569;VALID;(-0.102, 0.025, 0.994);(0.032, 0.000, 0.000);0.443;5.453;12.304;0.7227004;0.7933575;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884954;1005149856920029039;1005149856932984800;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.469, 0.220, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.012, 0.026, 1.000);(-0.032, 0.000, 0.000);0.465;5.846;12.569;VALID;(-0.102, 0.026, 0.994);(0.032, 0.000, 0.000);0.443;5.454;12.304;0.7187924;0.7883648;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884955;1005149856925031521;1005149856938846500;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.469, 0.220, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.011, 0.026, 1.000);(-0.032, 0.000, 0.000);0.465;5.848;12.569;VALID;(-0.102, 0.026, 0.994);(0.032, 0.000, 0.000);0.443;5.454;12.304;0.715698;0.7994407;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884956;1005149856930033860;1005149856950547400;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.469, 0.220, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.011, 0.026, 1.000);(-0.032, 0.000, 0.000);0.465;5.850;12.569;VALID;(-0.102, 0.026, 0.994);(0.032, 0.000, 0.000);0.443;5.454;12.304;0.7127944;0.8020126;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884957;1005149856935036055;1005149856950676100;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.469, 0.221, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.010, 0.027, 1.000);(-0.032, 0.000, 0.000);0.466;5.852;12.569;VALID;(-0.101, 0.027, 0.995);(0.032, 0.000, 0.000);0.443;5.451;12.304;0.7120757;0.7837384;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884958;1005149856940038109;1005149856950701600;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.469, 0.221, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.010, 0.027, 1.000);(-0.032, 0.000, 0.000);0.466;5.853;12.569;VALID;(-0.101, 0.027, 0.995);(0.032, 0.000, 0.000);0.443;5.449;12.304;0.711231;0.7644923;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884959;1005149856945040075;1005149856962366400;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.468, 0.221, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.009, 0.027, 1.000);(-0.032, 0.000, 0.000);0.466;5.855;12.569;VALID;(-0.100, 0.027, 0.995);(0.032, 0.000, 0.000);0.443;5.448;12.304;0.7093515;0.7439348;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884960;1005149856950042035;1005149856962433600;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.468, 0.222, 0.855);(-0.173, 1.343, -10.139);67.025;VALID;(-0.009, 0.028, 1.000);(-0.032, 0.000, 0.000);0.466;5.856;12.569;VALID;(-0.100, 0.028, 0.995);(0.032, 0.000, 0.000);0.443;5.447;12.304;0.7087907;0.7410014;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884961;1005149856955043988;1005149856972925900;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.468, 0.222, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.008, 0.028, 1.000);(-0.032, 0.000, 0.000);0.466;5.857;12.569;VALID;(-0.099, 0.028, 0.995);(0.032, 0.000, 0.000);0.443;5.446;12.304;0.7091701;0.7858299;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884962;1005149856960045934;1005149856972965600;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.467, 0.222, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.008, 0.028, 1.000);(-0.032, 0.000, 0.000);0.466;5.858;12.569;VALID;(-0.099, 0.028, 0.995);(0.032, 0.000, 0.000);0.443;5.446;12.304;0.7082946;0.824553;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884963;1005149856965047874;1005149856984699000;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.467, 0.222, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.007, 0.028, 1.000);(-0.032, 0.000, 0.000);0.466;5.859;12.569;VALID;(-0.099, 0.028, 0.995);(0.032, 0.000, 0.000);0.443;5.446;12.304;0.70925;0.7913188;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884964;1005149856970044137;1005149856984757100;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.467, 0.222, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.007, 0.028, 1.000);(-0.032, 0.000, 0.000);0.466;5.859;12.569;VALID;(-0.098, 0.028, 0.995);(0.032, 0.000, 0.000);0.443;5.446;12.304;0.7113817;0.8005914;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884965;1005149856975041980;1005149856984786800;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.467, 0.222, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.007, 0.028, 1.000);(-0.032, 0.000, 0.000);0.466;5.860;12.569;VALID;(-0.098, 0.028, 0.995);(0.032, 0.000, 0.000);0.443;5.446;12.304;0.7128805;0.7731845;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884966;1005149856980040813;1005149856996925400;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.467, 0.222, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.007, 0.028, 1.000);(-0.032, 0.000, 0.000);0.466;5.860;12.569;VALID;(-0.097, 0.028, 0.995);(0.032, 0.000, 0.000);0.443;5.445;12.304;0.7163013;0.7725615;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884967;1005149856985043273;1005149856996969100;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.466, 0.222, 0.856);(-0.173, 1.343, -10.139);67.025;VALID;(-0.007, 0.029, 1.000);(-0.032, 0.000, 0.000);0.466;5.861;12.569;VALID;(-0.097, 0.029, 0.995);(0.032, 0.000, 0.000);0.443;5.445;12.304;0.7188604;0.8018254;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884968;1005149856990045860;1005149857006513700;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.466, 0.222, 0.857);(-0.173, 1.343, -10.139);67.025;VALID;(-0.006, 0.029, 1.000);(-0.032, 0.000, 0.000);0.466;5.862;12.569;VALID;(-0.096, 0.029, 0.995);(0.032, 0.000, 0.000);0.443;5.445;12.304;0.7212266;0.8364804;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884969;1005149856995048574;1005149857006559500;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.465, 0.222, 0.857);(-0.173, 1.343, -10.139);67.025;VALID;(-0.006, 0.029, 1.000);(-0.032, 0.000, 0.000);0.466;5.863;12.569;VALID;(-0.095, 0.029, 0.995);(0.032, 0.000, 0.000);0.443;5.449;12.304;0.7225351;0.8071474;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884970;1005149857000051364;1005149857018325400;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.463, 0.222, 0.858);(-0.173, 1.343, -10.139);67.025;VALID;(-0.004, 0.028, 1.000);(-0.032, 0.000, 0.000);0.466;5.861;12.569;VALID;(-0.094, 0.028, 0.995);(0.032, 0.000, 0.000);0.443;5.455;12.304;0.7207405;0.6761019;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884971;1005149857005054148;1005149857018407100;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.462, 0.221, 0.859);(-0.173, 1.343, -10.139);67.025;VALID;(-0.002, 0.028, 1.000);(-0.032, 0.000, 0.000);0.466;5.860;12.569;VALID;(-0.092, 0.028, 0.995);(0.032, 0.000, 0.000);0.444;5.463;12.304;0.7213655;0.6161462;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884972;1005149857010056922;1005149857030071400;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.459, 0.221, 0.860);(-0.173, 1.343, -10.139);67.025;VALID;(0.000, 0.028, 1.000);(-0.032, 0.000, 0.000);0.466;5.857;12.569;VALID;(-0.090, 0.027, 0.996);(0.032, 0.000, 0.000);0.444;5.468;12.304;0.7205452;0.5846667;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884973;1005149857015059636;1005149857030133700;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.458, 0.221, 0.861);(-0.173, 1.343, -10.139);67.025;VALID;(0.002, 0.027, 1.000);(-0.032, 0.000, 0.000);0.466;5.856;12.569;VALID;(-0.088, 0.027, 0.996);(0.032, 0.000, 0.000);0.445;5.470;12.304;0.7166066;0.5812662;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884974;1005149857020062204;1005149857030155300;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.456, 0.220, 0.863);(-0.173, 1.343, -10.139);67.025;VALID;(0.004, 0.026, 1.000);(-0.032, 0.000, 0.000);0.466;5.855;12.569;VALID;(-0.087, 0.026, 0.996);(0.032, 0.000, 0.000);0.445;5.471;12.304;0.7119481;0.5768015;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884975;1005149857025064628;1005149857040792400;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.454, 0.219, 0.864);(-0.173, 1.343, -10.139);67.025;VALID;(0.006, 0.025, 1.000);(-0.032, 0.000, 0.000);0.466;5.853;12.569;VALID;(-0.085, 0.025, 0.996);(0.032, 0.000, 0.000);0.445;5.471;12.304;0.7061239;0.5672838;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884976;1005149857030066909;1005149857040844400;(-0.173, 1.343, -0.139);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.452, 0.218, 0.865);(-0.173, 1.343, -10.139);67.025;VALID;(0.008, 0.024, 1.000);(-0.032, 0.000, 0.000);0.466;5.852;12.569;VALID;(-0.084, 0.024, 0.996);(0.032, 0.000, 0.000);0.445;5.473;12.304;0.7009512;0.5996398;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884977;1005149857035069046;1005149857055198000;(-0.173, 1.343, -0.138);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.451, 0.217, 0.866);(-0.173, 1.343, -10.139);67.025;VALID;(0.010, 0.023, 1.000);(-0.032, 0.000, 0.000);0.465;5.851;12.569;VALID;(-0.083, 0.023, 0.996);(0.032, 0.000, 0.000);0.445;5.474;12.304;0.6967204;0.6234416;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884978;1005149857040071041;1005149857055242100;(-0.173, 1.343, -0.138);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.450, 0.216, 0.867);(-0.173, 1.343, -10.139);67.025;VALID;(0.011, 0.022, 1.000);(-0.032, 0.000, 0.000);0.465;5.849;12.569;VALID;(-0.082, 0.022, 0.996);(0.032, 0.000, 0.000);0.445;5.476;12.304;0.6933281;0.6351867;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884979;1005149857045072977;1005149857055276200;(-0.173, 1.343, -0.138);(-0.099, -0.218, -0.009, 0.971);VALID;(-0.449, 0.215, 0.867);(-0.173, 1.343, -10.139);67.025;VALID;(0.012, 0.021, 1.000);(-0.032, 0.000, 0.000);0.465;5.847;12.569;VALID;(-0.082, 0.021, 0.996);(0.032, 0.000, 0.000);0.445;5.478;12.304;0.691328;0.6390648;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884980;1005149857050074879;1005149857067545000;(-0.173, 1.343, -0.138);(-0.099, -0.218, -0.010, 0.971);VALID;(-0.448, 0.214, 0.868);(-0.173, 1.343, -10.138);67.025;VALID;(0.013, 0.019, 1.000);(-0.032, 0.000, 0.000);0.465;5.846;12.569;VALID;(-0.081, 0.019, 0.997);(0.032, 0.000, 0.000);0.445;5.480;12.304;0.689983;0.6373772;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884981;1005149857055076776;1005149857067612500;(-0.173, 1.343, -0.138);(-0.099, -0.218, -0.010, 0.971);VALID;(-0.447, 0.212, 0.869);(-0.173, 1.343, -10.138);67.025;VALID;(0.014, 0.018, 1.000);(-0.032, 0.000, 0.000);0.465;5.845;12.569;VALID;(-0.080, 0.018, 0.997);(0.032, 0.000, 0.000);0.445;5.481;12.304;0.6896623;0.6238605;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884982;1005149857060078666;1005149857078782000;(-0.172, 1.343, -0.138);(-0.099, -0.217, -0.010, 0.971);VALID;(-0.446, 0.211, 0.870);(-0.172, 1.343, -10.138);67.025;VALID;(0.014, 0.017, 1.000);(-0.032, 0.000, 0.000);0.465;5.844;12.569;VALID;(-0.080, 0.017, 0.997);(0.032, 0.000, 0.000);0.445;5.481;12.304;0.6899193;0.6570317;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884983;1005149857065074196;1005149857078833900;(-0.172, 1.343, -0.138);(-0.099, -0.217, -0.010, 0.971);VALID;(-0.446, 0.210, 0.870);(-0.172, 1.343, -10.138);67.025;VALID;(0.015, 0.016, 1.000);(-0.032, 0.000, 0.000);0.465;5.844;12.569;VALID;(-0.079, 0.015, 0.997);(0.032, 0.000, 0.000);0.445;5.481;12.304;0.6903077;0.6663831;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884984;1005149857070071346;1005149857085498900;(-0.172, 1.343, -0.138);(-0.099, -0.217, -0.010, 0.971);VALID;(-0.445, 0.209, 0.871);(-0.172, 1.343, -10.138);67.025;VALID;(0.015, 0.015, 1.000);(-0.032, 0.000, 0.000);0.465;5.844;12.569;VALID;(-0.079, 0.015, 0.997);(0.032, 0.000, 0.000);0.445;5.481;12.304;0.6880238;0.6750668;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884985;1005149857075070091;1005149857085545200;(-0.172, 1.343, -0.138);(-0.099, -0.217, -0.010, 0.971);VALID;(-0.444, 0.209, 0.871);(-0.172, 1.343, -10.138);67.025;VALID;(0.016, 0.014, 1.000);(-0.032, 0.000, 0.000);0.465;5.845;12.569;VALID;(-0.078, 0.014, 0.997);(0.032, 0.000, 0.000);0.445;5.481;12.304;0.6853235;0.6846853;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884986;1005149857080072480;1005149857097596700;(-0.172, 1.343, -0.138);(-0.099, -0.217, -0.010, 0.971);VALID;(-0.444, 0.208, 0.872);(-0.172, 1.343, -10.138);67.025;VALID;(0.016, 0.013, 1.000);(-0.032, 0.000, 0.000);0.465;5.845;12.569;VALID;(-0.079, 0.013, 0.997);(0.032, 0.000, 0.000);0.446;5.482;12.304;0.6828232;0.6435044;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884987;1005149857085074997;1005149857097639600;(-0.172, 1.343, -0.138);(-0.099, -0.217, -0.010, 0.971);VALID;(-0.443, 0.207, 0.872);(-0.172, 1.343, -10.138);67.025;VALID;(0.017, 0.012, 1.000);(-0.032, 0.000, 0.000);0.465;5.845;12.569;VALID;(-0.079, 0.012, 0.997);(0.032, 0.000, 0.000);0.446;5.483;12.304;0.6814515;0.6359891;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884988;1005149857090077642;1005149857108884100;(-0.172, 1.343, -0.138);(-0.099, -0.217, -0.010, 0.971);VALID;(-0.443, 0.206, 0.873);(-0.172, 1.343, -10.138);67.025;VALID;(0.017, 0.011, 1.000);(-0.032, 0.000, 0.000);0.465;5.846;12.569;VALID;(-0.079, 0.011, 0.997);(0.032, 0.000, 0.000);0.446;5.485;12.304;0.67757;0.6793232;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884989;1005149857095080386;1005149857108929500;(-0.172, 1.343, -0.138);(-0.099, -0.217, -0.010, 0.971);VALID;(-0.443, 0.205, 0.873);(-0.172, 1.343, -10.138);67.025;VALID;(0.017, 0.010, 1.000);(-0.032, 0.000, 0.000);0.465;5.848;12.569;VALID;(-0.079, 0.010, 0.997);(0.032, 0.000, 0.000);0.446;5.486;12.304;0.6747954;0.8576177;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884990;1005149857100083120;1005149857119909100;(-0.172, 1.343, -0.138);(-0.099, -0.216, -0.010, 0.971);VALID;(-0.442, 0.205, 0.873);(-0.172, 1.343, -10.138);67.025;VALID;(0.018, 0.010, 1.000);(-0.032, 0.000, 0.000);0.465;5.851;12.569;VALID;(-0.079, 0.010, 0.997);(0.032, 0.000, 0.000);0.446;5.488;12.304;0.6722286;0.8791488;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884991;1005149857105085846;1005149857119976700;(-0.172, 1.343, -0.138);(-0.099, -0.216, -0.010, 0.971);VALID;(-0.442, 0.205, 0.873);(-0.172, 1.343, -10.138);67.025;VALID;(0.018, 0.009, 1.000);(-0.032, 0.000, 0.000);0.466;5.852;12.569;VALID;(-0.079, 0.009, 0.997);(0.032, 0.000, 0.000);0.446;5.489;12.304;0.6705264;0.8843147;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884992;1005149857110088563;1005149857119998300;(-0.172, 1.343, -0.138);(-0.099, -0.216, -0.010, 0.971);VALID;(-0.442, 0.204, 0.874);(-0.172, 1.343, -10.138);67.025;VALID;(0.018, 0.009, 1.000);(-0.032, 0.000, 0.000);0.466;5.853;12.569;VALID;(-0.079, 0.009, 0.997);(0.032, 0.000, 0.000);0.446;5.490;12.304;0.6688656;0.9040638;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
884993;1005149857115091189;1005149857130855200;(-0.172, 1.344, -0.138);(-0.099, -0.216, -0.010, 0.971);VALID;(-0.441, 0.204, 0.874);(-0.172, 1.344, -10.138);67.025;VALID;(0.018, 0.008, 1.000);(-0.032, 0.000, 0.000);0.466;5.854;12.569;VALID;(-0.079, 0.008, 0.997);(0.032, 0.000, 0.000);0.446;5.491;12.304;0.6680344;0.9018209;(-0.20, 1.21, -9.70);(0.00000, -0.53519, 0.00000, -0.84473);not using;not using
